,period,month,year,stateDescription,price,sales
4619,2006-04-01,4,2006,New Hampshire,12.32,171.26569
4620,2006-05-01,5,2006,New Hampshire,11.42,182.78083
4621,2006-06-01,6,2006,New Hampshire,11.91,162.51604
4622,2006-07-01,7,2006,New Hampshire,11.07,188.21042
4623,2006-08-01,8,2006,New Hampshire,11.22,188.07692
4624,2006-09-01,9,2006,New Hampshire,10.91,164.413
4625,2006-10-01,10,2006,New Hampshire,10.97,177.65297
4626,2006-11-01,11,2006,New Hampshire,10.78,184.71134
4627,2006-12-01,12,2006,New Hampshire,11.57,183.02284
4628,2007-01-01,1,2007,New Hampshire,14.66,171.70816
4629,2007-02-01,2,2007,New Hampshire,13.3,181.73889
4630,2007-03-01,3,2007,New Hampshire,12.59,176.9403
4631,2007-04-01,4,2007,New Hampshire,11.9,174.22383
4632,2007-05-01,5,2007,New Hampshire,11.05,185.13866
4633,2007-06-01,6,2007,New Hampshire,12.18,187.48046
4634,2007-07-01,7,2007,New Hampshire,12.31,189.21481
4635,2007-08-01,8,2007,New Hampshire,12.74,191.18817
4636,2007-10-01,10,2007,New Hampshire,11.33,182.38826
4637,2007-11-01,11,2007,New Hampshire,12.05,180.06235
4638,2007-12-01,12,2007,New Hampshire,12.41,168.39136
4639,2008-01-01,1,2008,New Hampshire,12.83,163.95123
4640,2008-02-01,2,2008,New Hampshire,12.35,177.99195
4641,2008-03-01,3,2008,New Hampshire,12.43,171.97159
4642,2008-04-01,4,2008,New Hampshire,12.35,169.16204
4643,2008-05-01,5,2008,New Hampshire,12.73,176.88845
4644,2008-06-01,6,2008,New Hampshire,13.2,181.13651
4645,2008-07-01,7,2008,New Hampshire,13.78,182.1567
4646,2008-08-01,8,2008,New Hampshire,13.65,184.78146
4647,2008-09-01,9,2008,New Hampshire,13.79,176.93574
4648,2008-10-01,10,2008,New Hampshire,13.75,173.91971
4649,2008-11-01,11,2008,New Hampshire,13.1,165.83811
4650,2008-12-01,12,2008,New Hampshire,13.65,140.5095
4651,2009-01-01,1,2009,New Hampshire,14.16,150.72919
4652,2009-02-01,2,2009,New Hampshire,14.12,158.57853
4653,2009-03-01,3,2009,New Hampshire,13.75,144.74406
4654,2009-04-01,4,2009,New Hampshire,15.09,149.05465
4655,2009-05-01,5,2009,New Hampshire,14.1,148.5347
4656,2009-06-01,6,2009,New Hampshire,14.17,144.44217
4657,2009-07-01,7,2009,New Hampshire,14.07,153.98932
4658,2009-08-01,8,2009,New Hampshire,13.05,170.55522
4659,2009-09-01,9,2009,New Hampshire,12.94,166.25793
4660,2009-10-01,10,2009,New Hampshire,13.08,157.02564
4661,2009-11-01,11,2009,New Hampshire,13.06,146.69467
4662,2009-12-01,12,2009,New Hampshire,13.37,145.60494
4663,2010-01-01,1,2010,New Hampshire,12.77,158.15639
4664,2010-02-01,2,2010,New Hampshire,12.63,158.10537
4665,2010-03-01,3,2010,New Hampshire,12.61,152.41771
4666,2010-04-01,4,2010,New Hampshire,12.49,154.97783
4667,2010-05-01,5,2010,New Hampshire,12.52,156.67081
4668,2010-06-01,6,2010,New Hampshire,12.79,156.60399
4669,2010-07-01,7,2010,New Hampshire,12.82,174.98232
4670,2010-08-01,8,2010,New Hampshire,12.93,177.79453
4671,2010-09-01,9,2010,New Hampshire,12.95,178.932
4672,2010-10-01,10,2010,New Hampshire,12.84,165.03507
4673,2010-11-01,11,2010,New Hampshire,12.89,155.27382
4674,2010-12-01,12,2010,New Hampshire,12.76,153.21717
4675,2011-01-01,1,2011,New Hampshire,12.74,157.63445
4676,2011-02-01,2,2011,New Hampshire,12.5,157.81908
4677,2011-03-01,3,2011,New Hampshire,12.46,153.33771
4678,2011-04-01,4,2011,New Hampshire,12.35,157.63218
4679,2011-05-01,5,2011,New Hampshire,12.47,148.83706
4680,2011-06-01,6,2011,New Hampshire,12.47,162.06704
4681,2011-07-01,7,2011,New Hampshire,12.37,171.45164
4682,2011-08-01,8,2011,New Hampshire,12.06,177.92911
4683,2011-09-01,9,2011,New Hampshire,11.99,176.25133
4684,2011-10-01,10,2011,New Hampshire,11.93,165.27677
4685,2011-11-01,11,2011,New Hampshire,11.89,154.10946
4686,2011-12-01,12,2011,New Hampshire,12.03,154.06719
4687,2012-01-01,1,2012,New Hampshire,11.74,157.04761
4688,2012-02-01,2,2012,New Hampshire,11.64,160.59254
4689,2012-03-01,3,2012,New Hampshire,11.64,155.69025
4690,2012-04-01,4,2012,New Hampshire,11.64,157.38871
4691,2012-05-01,5,2012,New Hampshire,11.67,153.52825
4692,2012-06-01,6,2012,New Hampshire,11.72,158.2703
4693,2012-07-01,7,2012,New Hampshire,11.88,179.76907
4694,2012-08-01,8,2012,New Hampshire,11.95,180.43761
4695,2012-09-01,9,2012,New Hampshire,11.95,175.6136
4696,2012-10-01,10,2012,New Hampshire,11.95,162.64273
4697,2012-11-01,11,2012,New Hampshire,12.09,152.0896
4698,2012-12-01,12,2012,New Hampshire,12.09,159.56271
4699,2013-01-01,1,2013,New Hampshire,12.16,156.07895
4700,2013-02-01,2,2013,New Hampshire,11.72,164.44985
4701,2013-03-01,3,2013,New Hampshire,11.77,150.15213
4702,2013-04-01,4,2013,New Hampshire,11.38,155.35847
4703,2013-05-01,5,2013,New Hampshire,11.1,162.18966
4704,2013-06-01,6,2013,New Hampshire,11.23,166.38318
4705,2013-07-01,7,2013,New Hampshire,11.22,174.81698
4706,2013-08-01,8,2013,New Hampshire,10.98,183.38588
4707,2013-09-01,9,2013,New Hampshire,11.12,178.98901
4708,2013-10-01,10,2013,New Hampshire,11.09,162.05207
4709,2013-11-01,11,2013,New Hampshire,11.19,158.02963
4710,2013-12-01,12,2013,New Hampshire,11.97,160.6532
4711,2014-01-01,1,2014,New Hampshire,13.1,156.43275
4712,2014-02-01,2,2014,New Hampshire,13.32,169.8427
4713,2014-03-01,3,2014,New Hampshire,13.21,151.65156
4714,2014-04-01,4,2014,New Hampshire,12.22,154.42526
4715,2014-05-01,5,2014,New Hampshire,11.83,158.93108
4716,2014-06-01,6,2014,New Hampshire,11.52,165.03928
4717,2014-07-01,7,2014,New Hampshire,11.49,175.24684
4718,2014-08-01,8,2014,New Hampshire,11.2,178.8733
4719,2014-09-01,9,2014,New Hampshire,11.1,177.98778
4720,2014-10-01,10,2014,New Hampshire,11.17,165.28194
4721,2014-11-01,11,2014,New Hampshire,11.33,157.32731
4722,2014-12-01,12,2014,New Hampshire,11.92,158.02423
4723,2015-01-01,1,2015,New Hampshire,12.99,154.15423
4724,2015-02-01,2,2015,New Hampshire,14.23,159.72505
4725,2015-03-01,3,2015,New Hampshire,14.05,156.81942
4726,2015-04-01,4,2015,New Hampshire,12.87,158.10886
4727,2015-05-01,5,2015,New Hampshire,12.38,159.51135
4728,2015-06-01,6,2015,New Hampshire,12.18,174.24274
4729,2015-07-01,7,2015,New Hampshire,11.78,173.21179
4730,2015-08-01,8,2015,New Hampshire,12.21,185.06489
4731,2015-09-01,9,2015,New Hampshire,12.54,182.49988
4732,2015-10-01,10,2015,New Hampshire,12.52,166.94323
4733,2015-11-01,11,2015,New Hampshire,12.62,158.13542
4734,2015-12-01,12,2015,New Hampshire,12.77,152.61115
4735,2016-01-01,1,2016,New Hampshire,12.69,154.52026
4736,2016-02-01,2,2016,New Hampshire,12.69,164.99282
4737,2016-03-01,3,2016,New Hampshire,12.38,164.87904
4738,2016-04-01,4,2016,New Hampshire,12.34,157.99257
4739,2016-05-01,5,2016,New Hampshire,12.11,157.78951
4740,2016-06-01,6,2016,New Hampshire,11.92,171.78813
4741,2016-07-01,7,2016,New Hampshire,12.1,176.69348
4742,2016-08-01,8,2016,New Hampshire,12.31,187.92644
4743,2016-09-01,9,2016,New Hampshire,12.33,181.0408
4744,2016-10-01,10,2016,New Hampshire,12.27,171.13491
4745,2016-11-01,11,2016,New Hampshire,12.32,158.01203
4746,2016-12-01,12,2016,New Hampshire,12.65,153.587
4747,2017-01-01,1,2017,New Hampshire,12.71,164.49479
4748,2017-02-01,2,2017,New Hampshire,12.49,151.05342
4749,2017-03-01,3,2017,New Hampshire,12.29,161.05512
4750,2017-04-01,4,2017,New Hampshire,12.17,148.11185
4751,2017-05-01,5,2017,New Hampshire,11.93,155.12253
4752,2017-06-01,6,2017,New Hampshire,12.03,167.42141
4753,2017-07-01,7,2017,New Hampshire,12.19,172.4397
4754,2017-08-01,8,2017,New Hampshire,12.17,176.84948
4755,2017-09-01,9,2017,New Hampshire,12.32,186.91033
4756,2017-10-01,10,2017,New Hampshire,12.5,165.50927
4757,2017-11-01,11,2017,New Hampshire,12.18,157.36044
4758,2017-12-01,12,2017,New Hampshire,13.15,149.59767
4759,2018-01-01,1,2018,New Hampshire,13.86,155.02641
4760,2018-02-01,2,2018,New Hampshire,14.32,154.64407
4761,2018-03-01,3,2018,New Hampshire,13.27,155.89485
4762,2018-04-01,4,2018,New Hampshire,13.36,153.60217
4763,2018-05-01,5,2018,New Hampshire,13.54,164.96567
4764,2018-06-01,6,2018,New Hampshire,13.01,175.46785
4765,2018-07-01,7,2018,New Hampshire,13.35,164.7208
4766,2018-08-01,8,2018,New Hampshire,13.04,191.89747
4767,2018-09-01,9,2018,New Hampshire,13.14,168.15976
4768,2018-10-01,10,2018,New Hampshire,13.13,173.96815
4769,2018-11-01,11,2018,New Hampshire,13.48,150.83164
4770,2018-12-01,12,2018,New Hampshire,13.73,153.53214
4771,2019-01-01,1,2019,New Hampshire,14.1,158.31861
4772,2019-02-01,2,2019,New Hampshire,13.85,151.30591
4773,2019-03-01,3,2019,New Hampshire,13.61,152.5011
4774,2019-04-01,4,2019,New Hampshire,12.94,155.42516
4775,2019-05-01,5,2019,New Hampshire,12.75,159.75392
4776,2019-06-01,6,2019,New Hampshire,12.59,163.17148
4777,2019-07-01,7,2019,New Hampshire,12.5,177.82095
4778,2019-08-01,8,2019,New Hampshire,12.71,171.13048
4779,2019-09-01,9,2019,New Hampshire,12.8,166.97989
4780,2019-10-01,10,2019,New Hampshire,12.98,163.65634
4781,2019-11-01,11,2019,New Hampshire,12.97,157.64731
4782,2019-12-01,12,2019,New Hampshire,13.49,146.26185
4783,2020-01-01,1,2020,New Hampshire,13.65,153.41152
4784,2020-02-01,2,2020,New Hampshire,13.16,159.18001
4785,2020-03-01,3,2020,New Hampshire,12.98,153.91003
4786,2020-04-01,4,2020,New Hampshire,12.96,140.80742
4787,2020-05-01,5,2020,New Hampshire,12.96,141.34022
4788,2020-06-01,6,2020,New Hampshire,12.75,162.73298
4789,2020-07-01,7,2020,New Hampshire,12.53,165.1274
4790,2020-08-01,8,2020,New Hampshire,13.09,161.98832
4791,2020-09-01,9,2020,New Hampshire,13.23,172.41089
4792,2020-10-01,10,2020,New Hampshire,13.23,159.77614
4793,2020-11-01,11,2020,New Hampshire,13.34,152.09681
4794,2020-12-01,12,2020,New Hampshire,13.51,150.66429
4795,2021-01-01,1,2021,New Hampshire,13.86,148.3051
4796,2021-02-01,2,2021,New Hampshire,14.47,154.09505
4797,2021-03-01,3,2021,New Hampshire,13.71,154.45414
4798,2021-04-01,4,2021,New Hampshire,13.39,151.12987
4799,2021-05-01,5,2021,New Hampshire,13.24,163.01382
4800,2021-06-01,6,2021,New Hampshire,13.52,171.72691
4801,2021-07-01,7,2021,New Hampshire,13.97,160.3242
4802,2021-08-01,8,2021,New Hampshire,13.3,192.50818
4803,2021-09-01,9,2021,New Hampshire,13.87,158.56726
4804,2021-10-01,10,2021,New Hampshire,13.88,169.64448
4805,2021-11-01,11,2021,New Hampshire,14.25,153.19509
4806,2021-12-01,12,2021,New Hampshire,14.43,151.70091
4807,2022-01-01,1,2022,New Hampshire,15.98,155.16706
4808,2022-02-01,2,2022,New Hampshire,16.22,148.98994
4809,2022-03-01,3,2022,New Hampshire,15.01,155.6759
4810,2022-04-01,4,2022,New Hampshire,14.19,152.64095
4811,2022-05-01,5,2022,New Hampshire,14.08,165.64441
4812,2022-06-01,6,2022,New Hampshire,14.39,163.15961
4813,2022-07-01,7,2022,New Hampshire,14.9,173.55644
4814,2022-08-01,8,2022,New Hampshire,15.38,174.90518
4815,2022-09-01,9,2022,New Hampshire,15.4,165.41106
4816,2022-10-01,10,2022,New Hampshire,14.44,160.7281
4817,2022-11-01,11,2022,New Hampshire,15.0,154.55109
4818,2022-12-01,12,2022,New Hampshire,17.44,154.93525
4819,2023-01-01,1,2023,New Hampshire,16.96,149.50552
4820,2023-02-01,2,2023,New Hampshire,17.1,157.67222
4821,2023-03-01,3,2023,New Hampshire,16.42,154.33377
4822,2023-04-01,4,2023,New Hampshire,15.5,149.5545
4823,2001-01-01,1,2001,New Jersey,8.27,1062.33182
4824,2001-02-01,2,2001,New Jersey,8.11,996.94736
4825,2001-03-01,3,2001,New Jersey,8.23,1043.29319
4826,2001-04-01,4,2001,New Jersey,8.37,1014.11931
4827,2001-05-01,5,2001,New Jersey,8.34,1064.27312
4828,2001-06-01,6,2001,New Jersey,8.67,1108.48816
4829,2001-07-01,7,2001,New Jersey,8.64,1100.06052
4830,2001-08-01,8,2001,New Jersey,8.59,1155.48888
4831,2001-09-01,9,2001,New Jersey,8.4,1105.30611
4832,2001-10-01,10,2001,New Jersey,8.08,1075.69812
4833,2001-11-01,11,2001,New Jersey,8.03,1012.50279
4834,2001-12-01,12,2001,New Jersey,8.18,968.04262
4835,2002-01-01,1,2002,New Jersey,8.36,890.50204
4836,2002-02-01,2,2002,New Jersey,8.14,854.90671
4837,2002-03-01,3,2002,New Jersey,8.22,930.32337
4838,2002-04-01,4,2002,New Jersey,7.44,947.09041
4839,2002-05-01,5,2002,New Jersey,7.65,976.12659
4840,2002-06-01,6,2002,New Jersey,7.68,1037.05403
4841,2002-07-01,7,2002,New Jersey,7.81,1095.09525
4842,2002-08-01,8,2002,New Jersey,7.78,1117.13002
4843,2002-09-01,9,2002,New Jersey,7.63,831.28753
4844,2002-10-01,10,2002,New Jersey,7.16,980.43171
4845,2002-11-01,11,2002,New Jersey,7.36,898.32367
4846,2002-12-01,12,2002,New Jersey,7.43,917.58168
4847,2003-01-01,1,2003,New Jersey,7.11,1013.86717
4848,2003-02-01,2,2003,New Jersey,7.15,950.92532
4849,2003-03-01,3,2003,New Jersey,7.13,919.69239
4850,2003-04-01,4,2003,New Jersey,7.15,880.35823
4851,2003-05-01,5,2003,New Jersey,7.31,1168.06193
4852,2003-06-01,6,2003,New Jersey,7.53,1056.11147
4853,2003-07-01,7,2003,New Jersey,7.23,1159.96867
4854,2003-08-01,8,2003,New Jersey,11.32,1026.56477
4855,2003-09-01,9,2003,New Jersey,7.78,1133.0087
4856,2003-10-01,10,2003,New Jersey,8.83,1039.92284
4857,2003-11-01,11,2003,New Jersey,8.98,882.63023
4858,2003-12-01,12,2003,New Jersey,8.42,983.63629
4859,2004-01-01,1,2004,New Jersey,10.23,852.97092
4860,2004-02-01,2,2004,New Jersey,9.29,907.33734
4861,2004-03-01,3,2004,New Jersey,9.14,930.88263
4862,2004-04-01,4,2004,New Jersey,9.4,902.9366
4863,2004-05-01,5,2004,New Jersey,9.94,964.33399
4864,2004-06-01,6,2004,New Jersey,8.68,955.52009
4865,2004-07-01,7,2004,New Jersey,9.23,1005.76525
4866,2004-08-01,8,2004,New Jersey,8.86,1046.53439
4867,2004-09-01,9,2004,New Jersey,10.65,901.4286
4868,2004-10-01,10,2004,New Jersey,7.62,941.02193
4869,2004-11-01,11,2004,New Jersey,7.17,946.71048
4870,2004-12-01,12,2004,New Jersey,8.26,854.13578
4871,2005-01-01,1,2005,New Jersey,8.68,937.00957
4872,2005-02-01,2,2005,New Jersey,8.22,902.48877
4873,2005-03-01,3,2005,New Jersey,9.06,935.4969
4874,2005-04-01,4,2005,New Jersey,8.45,927.74874
4875,2005-05-01,5,2005,New Jersey,8.55,963.14416
4876,2005-06-01,6,2005,New Jersey,10.72,986.23218
4877,2005-07-01,7,2005,New Jersey,11.4,1005.97497
4878,2005-08-01,8,2005,New Jersey,10.83,1226.02463
4879,2005-09-01,9,2005,New Jersey,11.34,1057.50803
4880,2005-10-01,10,2005,New Jersey,9.27,1037.156
4881,2005-11-01,11,2005,New Jersey,8.86,959.36939
4882,2005-12-01,12,2005,New Jersey,11.1,924.13267
4883,2006-01-01,1,2006,New Jersey,9.55,990.03964
4884,2006-02-01,2,2006,New Jersey,9.53,949.86102
4885,2006-03-01,3,2006,New Jersey,9.79,869.25741
4886,2006-04-01,4,2006,New Jersey,9.32,978.02146
4887,2006-05-01,5,2006,New Jersey,9.41,995.51191
4888,2006-06-01,6,2006,New Jersey,10.96,866.37514
4889,2006-07-01,7,2006,New Jersey,12.43,1082.69334
4890,2006-08-01,8,2006,New Jersey,12.61,1070.87904
4891,2006-09-01,9,2006,New Jersey,10.35,1024.8388
4892,2006-10-01,10,2006,New Jersey,9.69,835.46555
4893,2006-11-01,11,2006,New Jersey,10.42,939.20176
4894,2006-12-01,12,2006,New Jersey,10.38,728.45394
4895,2007-01-01,1,2007,New Jersey,9.06,853.89827
4896,2007-02-01,2,2007,New Jersey,9.24,789.94668
4897,2007-03-01,3,2007,New Jersey,9.55,931.90169
4898,2007-04-01,4,2007,New Jersey,9.38,912.85771
4899,2007-05-01,5,2007,New Jersey,9.59,957.01893
4900,2007-06-01,6,2007,New Jersey,10.96,888.80117
4901,2007-07-01,7,2007,New Jersey,10.87,942.44414
4902,2007-08-01,8,2007,New Jersey,12.17,1005.74461
4903,2007-10-01,10,2007,New Jersey,9.51,1034.53363
4904,2007-11-01,11,2007,New Jersey,10.33,922.76351
4905,2007-12-01,12,2007,New Jersey,9.45,887.35491
4906,2008-01-01,1,2008,New Jersey,11.79,881.38456
4907,2008-02-01,2,2008,New Jersey,11.52,874.5334
4908,2008-03-01,3,2008,New Jersey,11.74,884.66209
4909,2008-04-01,4,2008,New Jersey,11.76,877.88854
4910,2008-05-01,5,2008,New Jersey,12.05,883.42772
4911,2008-06-01,6,2008,New Jersey,14.95,879.57969
4912,2008-07-01,7,2008,New Jersey,14.94,900.20238
4913,2008-08-01,8,2008,New Jersey,13.69,906.33708
4914,2008-09-01,9,2008,New Jersey,12.91,929.70283
4915,2008-10-01,10,2008,New Jersey,11.69,904.31683
4916,2008-11-01,11,2008,New Jersey,11.72,833.7805
4917,2008-12-01,12,2008,New Jersey,11.52,781.47338
4918,2009-01-01,1,2009,New Jersey,12.58,665.4276
4919,2009-02-01,2,2009,New Jersey,12.13,667.36951
4920,2009-03-01,3,2009,New Jersey,11.37,722.65185
4921,2009-04-01,4,2009,New Jersey,11.46,538.5354
4922,2009-05-01,5,2009,New Jersey,11.47,819.53814
4923,2009-06-01,6,2009,New Jersey,12.37,704.45845
4924,2009-07-01,7,2009,New Jersey,12.07,685.51993
4925,2009-08-01,8,2009,New Jersey,12.47,828.8988
4926,2009-09-01,9,2009,New Jersey,12.12,646.14541
4927,2009-10-01,10,2009,New Jersey,11.67,694.82384
4928,2009-11-01,11,2009,New Jersey,11.48,617.71987
4929,2009-12-01,12,2009,New Jersey,11.37,659.01521
4930,2010-01-01,1,2010,New Jersey,11.98,681.49177
4931,2010-02-01,2,2010,New Jersey,11.79,646.48508
4932,2010-03-01,3,2010,New Jersey,11.44,705.09357
4933,2010-04-01,4,2010,New Jersey,11.0,674.23371
4934,2010-05-01,5,2010,New Jersey,11.59,701.90268
4935,2010-06-01,6,2010,New Jersey,12.71,705.97342
4936,2010-07-01,7,2010,New Jersey,13.16,764.79329
4937,2010-08-01,8,2010,New Jersey,12.84,737.86542
4938,2010-09-01,9,2010,New Jersey,11.73,731.75592
4939,2010-10-01,10,2010,New Jersey,10.76,747.45477
4940,2010-11-01,11,2010,New Jersey,11.26,668.25102
4941,2010-12-01,12,2010,New Jersey,11.26,663.33836
4942,2011-01-01,1,2011,New Jersey,11.9,629.38435
4943,2011-02-01,2,2011,New Jersey,11.77,647.19964
4944,2011-03-01,3,2011,New Jersey,11.19,707.16358
4945,2011-04-01,4,2011,New Jersey,11.06,643.64773
4946,2011-05-01,5,2011,New Jersey,11.39,718.757
4947,2011-06-01,6,2011,New Jersey,12.15,684.57338
4948,2011-07-01,7,2011,New Jersey,12.44,717.38169
4949,2011-08-01,8,2011,New Jersey,12.22,700.84983
4950,2011-09-01,9,2011,New Jersey,11.2,691.44618
4951,2011-10-01,10,2011,New Jersey,10.53,635.90778
4952,2011-11-01,11,2011,New Jersey,10.56,650.75187
4953,2011-12-01,12,2011,New Jersey,10.48,606.19096
4954,2012-01-01,1,2012,New Jersey,10.6,635.52425
4955,2012-02-01,2,2012,New Jersey,10.33,618.26544
4956,2012-03-01,3,2012,New Jersey,10.14,656.48576
4957,2012-04-01,4,2012,New Jersey,9.93,663.30779
4958,2012-05-01,5,2012,New Jersey,10.08,734.97407
4959,2012-06-01,6,2012,New Jersey,11.06,663.46879
4960,2012-07-01,7,2012,New Jersey,11.36,672.8878
4961,2012-08-01,8,2012,New Jersey,11.0,718.04691
4962,2012-09-01,9,2012,New Jersey,10.72,636.50274
4963,2012-10-01,10,2012,New Jersey,9.98,621.54477
4964,2012-11-01,11,2012,New Jersey,10.54,567.10626
4965,2012-12-01,12,2012,New Jersey,10.39,574.21642
4966,2013-01-01,1,2013,New Jersey,10.06,687.99991
4967,2013-02-01,2,2013,New Jersey,10.25,611.12421
4968,2013-03-01,3,2013,New Jersey,10.31,643.7494
4969,2013-04-01,4,2013,New Jersey,10.38,567.40517
4970,2013-05-01,5,2013,New Jersey,10.5,635.43411
4971,2013-06-01,6,2013,New Jersey,11.5,615.78795
4972,2013-07-01,7,2013,New Jersey,12.02,662.49695
4973,2013-08-01,8,2013,New Jersey,11.76,674.07956
4974,2013-09-01,9,2013,New Jersey,11.38,599.33562
4975,2013-10-01,10,2013,New Jersey,10.42,659.28792
4976,2013-11-01,11,2013,New Jersey,10.2,626.16798
4977,2013-12-01,12,2013,New Jersey,10.74,582.85322
4978,2014-01-01,1,2014,New Jersey,14.22,646.18722
4979,2014-02-01,2,2014,New Jersey,12.96,572.95579
4980,2014-03-01,3,2014,New Jersey,12.78,643.79705
4981,2014-04-01,4,2014,New Jersey,10.82,633.57744
4982,2014-05-01,5,2014,New Jersey,10.52,628.68136
4983,2014-06-01,6,2014,New Jersey,11.22,649.93853
4984,2014-07-01,7,2014,New Jersey,11.61,660.56687
4985,2014-08-01,8,2014,New Jersey,11.06,649.95534
4986,2014-09-01,9,2014,New Jersey,10.82,622.83697
4987,2014-10-01,10,2014,New Jersey,10.04,656.15168
4988,2014-11-01,11,2014,New Jersey,10.16,538.16035
4989,2014-12-01,12,2014,New Jersey,10.3,613.80742
4990,2015-01-01,1,2015,New Jersey,10.17,617.19557
4991,2015-02-01,2,2015,New Jersey,11.33,605.19165
4992,2015-03-01,3,2015,New Jersey,11.26,604.78201
4993,2015-04-01,4,2015,New Jersey,10.75,573.09335
4994,2015-05-01,5,2015,New Jersey,10.58,646.92162
4995,2015-06-01,6,2015,New Jersey,11.12,628.57778
4996,2015-07-01,7,2015,New Jersey,11.08,660.43199
4997,2015-08-01,8,2015,New Jersey,11.0,651.07185
4998,2015-09-01,9,2015,New Jersey,10.82,567.90497
4999,2015-10-01,10,2015,New Jersey,10.0,613.74457
5000,2015-11-01,11,2015,New Jersey,9.69,613.67761
5001,2015-12-01,12,2015,New Jersey,9.77,537.80505
5002,2016-01-01,1,2016,New Jersey,10.07,581.48381
5003,2016-02-01,2,2016,New Jersey,9.84,584.28519
5004,2016-03-01,3,2016,New Jersey,10.15,599.61515
5005,2016-04-01,4,2016,New Jersey,9.68,564.83092
5006,2016-05-01,5,2016,New Jersey,10.03,619.97772
5007,2016-06-01,6,2016,New Jersey,10.7,614.74016
5008,2016-07-01,7,2016,New Jersey,11.05,654.34833
5009,2016-08-01,8,2016,New Jersey,10.85,681.83631
5010,2016-09-01,9,2016,New Jersey,10.71,588.97411
5011,2016-10-01,10,2016,New Jersey,9.1,642.24841
5012,2016-11-01,11,2016,New Jersey,9.71,567.58611
5013,2016-12-01,12,2016,New Jersey,9.87,593.14377
5014,2017-01-01,1,2017,New Jersey,10.36,574.23356
5015,2017-02-01,2,2017,New Jersey,9.75,620.31482
5016,2017-03-01,3,2017,New Jersey,9.95,656.51546
5017,2017-04-01,4,2017,New Jersey,10.09,568.044
5018,2017-05-01,5,2017,New Jersey,10.21,622.96627
5019,2017-06-01,6,2017,New Jersey,11.12,631.7325
5020,2017-07-01,7,2017,New Jersey,10.65,645.5167
5021,2017-08-01,8,2017,New Jersey,10.64,646.64568
5022,2017-09-01,9,2017,New Jersey,10.28,595.02906
5023,2017-10-01,10,2017,New Jersey,9.6,600.73384
5024,2017-11-01,11,2017,New Jersey,9.26,572.40362
5025,2017-12-01,12,2017,New Jersey,9.37,608.87651
5026,2018-01-01,1,2018,New Jersey,10.87,602.29212
5027,2018-02-01,2,2018,New Jersey,10.63,600.48069
5028,2018-03-01,3,2018,New Jersey,9.53,562.99054
5029,2018-04-01,4,2018,New Jersey,9.49,564.20227
5030,2018-05-01,5,2018,New Jersey,9.62,627.7177
5031,2018-06-01,6,2018,New Jersey,10.4,605.21124
5032,2018-07-01,7,2018,New Jersey,10.12,653.00956
5033,2018-08-01,8,2018,New Jersey,10.43,671.39267
5034,2018-09-01,9,2018,New Jersey,10.26,608.20329
5035,2018-10-01,10,2018,New Jersey,9.79,625.56964
5036,2018-11-01,11,2018,New Jersey,9.71,622.46938
5037,2018-12-01,12,2018,New Jersey,9.9,625.5669
5038,2019-01-01,1,2019,New Jersey,10.19,602.49018
5039,2019-02-01,2,2019,New Jersey,10.14,554.87275
5040,2019-03-01,3,2019,New Jersey,10.04,594.87414
5041,2019-04-01,4,2019,New Jersey,10.08,515.82744
5042,2019-05-01,5,2019,New Jersey,10.42,644.86718
5043,2019-06-01,6,2019,New Jersey,10.66,537.15445
5044,2019-07-01,7,2019,New Jersey,10.98,613.44908
5045,2019-08-01,8,2019,New Jersey,10.72,621.35079
5046,2019-09-01,9,2019,New Jersey,10.1,587.27446
5047,2019-10-01,10,2019,New Jersey,9.37,584.47292
5048,2019-11-01,11,2019,New Jersey,9.69,548.23593
5049,2019-12-01,12,2019,New Jersey,9.4,585.19368
5050,2020-01-01,1,2020,New Jersey,9.79,555.45052
5051,2020-02-01,2,2020,New Jersey,9.83,533.35616
5052,2020-03-01,3,2020,New Jersey,10.13,541.08315
5053,2020-04-01,4,2020,New Jersey,9.77,498.232
5054,2020-05-01,5,2020,New Jersey,9.73,552.97289
5055,2020-06-01,6,2020,New Jersey,10.56,559.18781
5056,2020-07-01,7,2020,New Jersey,10.93,591.42773
5057,2020-08-01,8,2020,New Jersey,10.52,608.0719
5058,2020-09-01,9,2020,New Jersey,10.25,549.76233
5059,2020-10-01,10,2020,New Jersey,9.18,623.70638
5060,2020-11-01,11,2020,New Jersey,9.66,522.14342
5061,2020-12-01,12,2020,New Jersey,9.7,599.98272
5062,2021-01-01,1,2021,New Jersey,10.49,459.57159
5063,2021-02-01,2,2021,New Jersey,10.38,564.58233
5064,2021-03-01,3,2021,New Jersey,10.17,559.49617
5065,2021-04-01,4,2021,New Jersey,9.96,506.60424
5066,2021-05-01,5,2021,New Jersey,10.72,530.63558
5067,2021-06-01,6,2021,New Jersey,11.17,541.7292
5068,2021-07-01,7,2021,New Jersey,11.25,600.95786
5069,2021-08-01,8,2021,New Jersey,11.24,614.22274
5070,2021-09-01,9,2021,New Jersey,10.63,577.36125
5071,2021-10-01,10,2021,New Jersey,10.81,541.6277
5072,2021-11-01,11,2021,New Jersey,10.99,553.67578
5073,2021-12-01,12,2021,New Jersey,10.43,542.95958
5074,2022-01-01,1,2022,New Jersey,12.21,526.66914
5075,2022-02-01,2,2022,New Jersey,12.03,469.92524
5076,2022-03-01,3,2022,New Jersey,11.47,561.64471
